"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verify that products can be sorted correctly.

        Steps:
        1. Wait for inventory items to load.
        2. Select sorting option (Name Z to A).
        3. Validate products are displayed in the expected order.

        Expected Result:
        Products should be sorted in descending alphabetical order.
        ","266","test_sort_product","tests","2026-08-12","passed","2026-08-12","TestHomePage","test_inventory","",""
"Verify that a valid user can login successfully","1549","Verify successful login","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"
        Verify validation messages for invalid login scenarios.

        Scenarios:
            - Invalid username
            - Empty password
            - Empty username

        Expected Result:
            Correct validation message should be displayed.
        ","684","test_login_validation_for_invalid_credentials[standard_user--Epic sadface: Password is required]","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"","52","test_removing_item_from_cart","tests","2026-08-12","passed","2026-08-12","TestCartPage","test_cart","",""
"Verify that users with valid credentials can log in successfully and are redirected to the inventory page.","2307","Verify login with valid user credentials","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"
        Verify validation messages are displayed when mandatory
        checkout fields are left blank.

        Test Scenarios:
            - Missing first name
            - Missing last name
            - Missing postal code

        Expected Result:
            Appropriate validation message is displayed for each
            missing required field.
        ","266","test_checkout_details_validation[-a-1-Error: First Name is required]","tests","2026-08-12","passed","2026-08-12","TestCheckoutPage","test_checkout","",""
"
        Verify login validation messages using
        test data loaded from JSON.

        Args:
            user_data: Dictionary containing username,
                       password, and expected error message.

        Expected Result:
            Actual error message should match
            expected error message from test data.
        ","565","test_login_validation_from_error_data_json[user_data0]","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"","146","test_remove_all_items_from_cart","tests","2026-08-12","passed","2026-08-12","TestCartPage","test_cart","",""
"
        Verify that multiple products display the correct details using
        JSON-based test data.

        Test Steps:
        1. Navigate to the inventory page.
        2. Wait until the product list is loaded.
        3. Read product information from the JSON file.
        4. Open the corresponding product details page.
        5. Verify the displayed product name.
        6. Add the product to the shopping cart.
        7. Verify that the 'Remove' button is displayed.

        Test Data:
        - Product name
        - Product description
        - Product price

        Expected Result:
        - Each product details page displays the correct product information.
        - The selected product is successfully added to the cart.
        - The 'Remove' button is displayed after adding the product.
        ","223","test_product_details_from_json[products0]","tests","2026-08-12","passed","2026-08-12","TestProductDetails","test_product_details","",""
"","3","test_execute_command","tests.agents","2026-08-12","passed","2026-08-12","","test_execution_agent","",""
"Verify that a valid user can login successfully","632","Verify successful login","tests","2026-08-12","passed","2026-08-12","TestLogin","test_login","",""
"
        Verify product navigation and add-to-cart functionality.

        Steps:
        1. Wait for inventory items to load.
        2. Open a specific product.
        3. Validate product details page.
        4. Add the product to the cart.
        5. Verify the Remove button is displayed.

        Expected Result:
        Product details should match the selected product and
        the product should be added successfully to the cart.
        ","240","test_product_search","tests","2026-08-12","passed","2026-08-12","TestHomePage","test_inventory","",""
"
        Verify validation messages are displayed when mandatory
        checkout fields are left blank.

        Test Scenarios:
            - Missing first name
            - Missing last name
            - Missing postal code

        Expected Result:
            Appropriate validation message is displayed for each
            missing required field.
        ","274","test_checkout_details_validation[a--1-Error: Last Name is required]","tests","2026-08-12","passed","2026-08-12","TestCheckoutPage","test_checkout","",""
